x1,x2,y
0.24218913221422006,2.2313640154128906,2
-1.9143973365001776,-2.3636538130459,0
1.6669429909078726,-1.9559661232172754,1
2.903951568743782,-2.3673915528530833,1
-1.9832343396063694,-1.873381320328969,0
-0.9744945984386622,-1.8374130840850365,0
2.5978657201660815,-2.2564293051134148,1
-2.5302054018135025,-3.115997585191006,0
-2.061899980613532,-1.7498702599250104,0
2.4583545657749633,-1.6253826172005814,1
3.13966491385257,-1.9878887644638819,1
-0.3090269250750817,3.213972243388907,2
1.8369273721932688,-2.239246336668152,1
-2.6526567445580325,-2.279958853800162,0
2.032853769867782,-2.3977329704356167,1
-3.326625859025336,-2.38059704997321,0
2.000598724083631,-1.7546273532159171,1
2.976550462241923,-2.1794381701609113,1
-1.6601751732829804,-1.6624097167463865,0
-1.5739935511543774,-2.0267180496233568,0
-1.5821796656038984,-2.019198652955545,0
0.9979719734812238,-1.548463245514523,1
-0.6556770583126222,1.125178831631985,2
-1.293019971938193,1.6731327552977358,2
2.884260813053048,-1.6697328406441372,1
0.8844669122250203,1.815500854412315,2
-1.077555179747576,2.358331819797788,2
-0.3758643534466281,1.7254360752734983,2
-0.7135624814267925,2.1337935886306125,2
0.24781832331301903,1.637902910638466,2
-1.8957437815573512,-1.8548587364110762,0
1.5104540805142876,-1.669174927735407,1
-0.24549721675242062,1.9187957276313574,2
1.4890703129041811,-1.9657499940416128,1
-1.7737566642501492,-1.8064088449010098,0
-2.2599549748483705,-1.6323897978777748,0
0.07693053678547847,2.0679724736713747,2
-1.6059268767924635,-1.2255160582046811,0
0.40818724830736414,2.3444419321330017,2
-1.3580724679661436,-1.7056760479948345,0
-0.3136921830901981,1.9988447740932094,2
-1.7148425549923418,-1.9632842850842582,0
0.9833286297280932,-2.2758746482330947,1
-0.7740086011716864,1.8092732342298592,2
2.1199070539387512,-1.7623108365026663,1
-1.460304086585491,-0.8153767259208722,0
-2.3183373837217314,-2.392181311105263,0
-1.4829853821750603,-2.35647427054962,0
-1.3557501100433844,-1.6454572848128757,0
-0.9784693926875018,1.9824742441559218,2
-0.010837376647395697,1.466672754483108,2
-0.017319214197129538,1.3431560605178308,2
-1.6678670501935526,-2.6095373706478475,0
-2.3793783797814045,-1.106658134820294,0
-2.8516804631479578,-2.5418482154474327,0
1.8309785966006575,-2.564152258595942,1
-2.47540138316072,-1.8036888623608904,0
1.9712966522414472,-1.6127991556383101,1
-1.0104163957439687,1.3091157221458136,2
1.9845387638682062,-1.5543538776786692,1
-0.2507995063609289,1.4799216286134595,2
1.2136102855758957,2.077510816562624,2
-0.35577199297637435,2.5735293733841536,2
0.3443909996619179,2.5306428060364317,2
2.81344593076153,-1.7898799622620984,1
-1.8899791476422276,-2.7912218299233325,0
1.4583317231238633,-2.077342694759774,1
0.6900272888905741,-2.303445364099751,1
2.0869548098549715,-2.292263201218503,1
1.9443420692161688,-1.6490081374505685,1
0.4761367799079103,1.7165835825931495,2
-0.11265959462357748,2.9703665298296165,2
2.4914239643200093,-2.173533404191399,1
1.6116335413247598,-1.3538192007830534,1
-0.08513529970348345,1.9404483966690564,2
-1.1286429255343564,1.7209388621300463,2
-0.92672183513724,0.9398663746872666,2
-1.1329534542143482,-2.254212658116976,0
1.441377560469557,-1.77107480025423,1
-0.1974562581439806,0.8421121844464645,2
-1.8283357899364903,-1.7540571675789358,0
2.4532622990715303,-1.5414445920290651,1
-1.691795265091321,-2.057989565062942,0
-0.10650418997708272,1.772187703879709,2
-0.3240671272142989,2.1232470199502216,2
-2.2469835946724013,-0.9135713768021807,0
-1.8187474416294171,-2.1183496099355414,0
-0.669654088909626,2.1509738848943036,2
1.5009031312534036,-2.6953347651136275,1
-2.3134927326098,-2.358685546908289,0
2.5029295797409437,-1.4013670593032925,1
-2.6054274537787907,-1.6390751015711347,0
1.835176949972592,-2.8277359844546175,1
-2.502305069192141,-1.9332769826894538,0
1.8422039175931646,-1.6381840068159517,1
2.014208748617755,-2.3102967862740473,1
-1.00391938452684,2.59420657867491,2
1.8690579291298564,-2.9150635679297183,1
1.8785983745051928,-2.383313322924675,1
0.29325668360654283,2.3413409567312025,2
-0.3845825182075763,2.140649424328759,2
-1.4556776451066185,-2.7534118718415668,0
-1.6847195478997283,-1.7104811378256684,0
-0.26433879449560715,1.7680573260060028,2
-1.6150735154950673,-2.258346134762113,0
0.5026194008947698,2.323159160286481,2
1.9751866588689762,-1.634397996577658,1
0.29867099697428356,1.6646303248686665,2
-0.11435102760098975,2.9014282357894086,2
0.17262971677128205,1.9603021138985754,2
-2.617938788874872,-1.6428192131138462,0
1.7198323629518422,-2.286391971683917,1
2.0977209905337726,-1.8222894273949652,1
2.3842367577348482,-1.2890750093282672,1
-0.41714309839157915,2.121686235696907,2
-2.2358141421316255,-1.4915571961498757,0
1.9526209442616325,-1.7747715589869935,1
0.76259637295099,0.8802233309580199,2
1.5007215933335782,-1.3285334992250135,1
0.922339343883095,2.4717368820566876,2
-2.060589925403622,-2.0968917018740716,0
-2.0884835813781293,-2.505933699546648,0
-1.4713672912633036,-2.892335082959474,0
-2.595706913014939,-1.719170086453338,0
-1.9344798155454768,-1.7363459501267107,0
2.065089734800905,-1.8512213484930466,1
2.010880862513856,-0.9988696131771002,1
-2.233635534960935,-1.935474493292137,0
1.8196011891494375,-2.301114253059366,1
-0.0012727816002961496,2.3096443831068947,2
-2.2645908911461916,-2.1531829479524527,0
-0.1196536596415231,1.158964111937916,2
